Account ID,Account name,Instance ID,Finding reason(s),Instance name,Instance type,OS,Region,Total running hours,RI hours,On-Demand hours,Savings Plans hours,CPU utilization,Memory utilization,Disk utilization,EBS read (Ops/s),EBS write (Ops/s),EBS read throughput (KiB/s),EBS write throughput (KiB/s),Disk read (Ops/s),Disk write (Ops/s),Disk read throughput (KiB/s),Disk write throughput (KiB/s),Network in (KiB/s),Network out (KiB/s),Network packets in (Packets/s),Network packets out (Packets/s),Recommended action,Recommended instance type 1,Recommended instance type 1 Estimated savings,Recommended instance type 1 Projected CPU utilization,Recommended instance type 1 Projected memory utilization,Recommended instance type 1 Projected disk utilization,Recommended instance type 1 Platform difference(s),Recommended instance type 2,Recommended instance type 2 Estimated savings,Recommended instance type 2 Projected CPU utilization,Recommended instance type 2 Projected memory utilization,Recommended instance type 2 Projected disk utilization,Recommended instance type 2 Platform difference(s),Recommended instance type 3,Recommended instance type 3 Estimated savings,Recommended instance type 3 Projected CPU utilization,Recommended instance type 3 Projected memory utilization,Recommended instance type 3 Projected disk utilization,Recommended instance type 3 Platform difference(s)
XXXXXXXXXXXX,WA Cost Labs,i-010269,CPUUnderprovisioned,Name-010269,t2.medium,Linux/UNIX,US East (N. Virginia),336,0,0,336,33.01724138,,,0.003333333,8.243333333,0.012714844,800.0834798,,,,,46.06809516,8.418619249,14.60233333,9.957833333,Modify,t2.small,0,66.03448276,,,,t2.nano,0,66.03448276,,,,t2.micro,0,66.03448276,,,
XXXXXXXXXXXX,WA Cost Labs,i-010270,,Name-010270,t3.large,Linux/UNIX,US East (N. Virginia),336,0,0,336,31.725,,,6.313333333,3.973333333,148.379008,202.6875814,,,,,523.0299032,548.716655,210.9041667,295.5337778,Modify,t3.medium,0,31.725,,,,t3.micro,0,31.725,,,,t3.small,0,31.725,,,
XXXXXXXXXXXX,WA Cost Labs,i-010271,,Name-010271,t3.micro,Linux/UNIX,US East (N. Virginia),336,0,0,336,7.516666667,,,31.46,4.953333333,805.5877686,217.9336548,,,,,1.872885471,0.119004449,0.969611111,0.600888889,Modify,t3.nano,0,7.516666667,,,,,,,,,,,,,,,
XXXXXXXXXXXX,WA Cost Labs,i-010272,,Name-010272,t2.micro,Linux/UNIX,US East (N. Virginia),336,0,0,336,15.42372881,,,0.016666667,0.973333333,0.203450521,18.81917318,,,,,1.848661567,0.332540148,0.558,0.565,Modify,t2.nano,0,15.42372881,,,,,,,,,,,,,,,
XXXXXXXXXXXX,WA Cost Labs,i-010273,,Name-010273,t2.medium,Linux/UNIX,US East (N. Virginia),336,0,0,336,10.59322034,,,0,4.586666667,0,275.6373112,,,,,11.47334364,1.626878526,8.862444444,5.744,Modify,t2.small,0,21.18644068,,,,t2.micro,0,21.18644068,,,,t2.nano,0,21.18644068,,,
XXXXXXXXXXXX,WA Cost Labs,i-010274,,Name-010274,t2.small,Linux/UNIX,US East (N. Virginia),336,0,0,336,15.93220339,,,0.193333333,2.366666667,3.458658854,77.27305013,,,,,1.817246094,0.634233127,0.375388889,0.228777778,Modify,t2.micro,0,15.93220339,,,,t2.nano,0,15.93220339,,,,,,,,,
XXXXXXXXXXXX,WA Cost Labs,i-010275,,Name-010275,r5.2xlarge,Linux/UNIX,US East (N. Virginia),336,0,0,336,34.96,,,449.61,644.8666667,31731.16048,33027.39461,,,,,451.7884169,812.352733,180.0668333,443.1934444,Modify,r5.xlarge,0,69.92,,,,,,,,,,,,,,,
XXXXXXXXXXXX,WA Cost Labs,i-010276,,Name-010276,t3.micro,Linux/UNIX,US East (N. Virginia),336,0,0,336,7.066666667,,,20.23333333,4.68,521.8378703,207.4813843,,,,,1.809967177,0.068554145,0.330388889,0.132833333,Modify,t3.nano,0,7.066666667,,,,,,,,,,,,,,,
XXXXXXXXXXXX,WA Cost Labs,i-010277,,Name-010277,t2.large,Linux/UNIX,US East (N. Virginia),336,0,0,336,9.576271186,,,1.783333333,3.81,24.15974935,202.4587012,,,,,2.227677138,0.316186252,0.524166667,0.376444444,Modify,t2.medium,0,9.576271186,,,,t2.micro,0,19.15254237,,,,t2.small,0,19.15254237,,,
XXXXXXXXXXXX,WA Cost Labs,i-010278,,Name-010278,t2.small,Linux/UNIX,US East (N. Virginia),336,0,0,336,15.33333333,,,0,3.466666667,0,204.2388932,,,,,1.816732856,0.06683648,0.359388889,0.219277778,Modify,t2.micro,0,15.33333333,,,,t2.nano,0,15.33333333,,,,,,,,,
XXXXXXXXXXXX,WA Cost Labs,i-010279,,Name-010279,t2.small,Linux/UNIX,US East (N. Virginia),58,0,0,58,18.83333333,,,20.22333333,3.5,376.1418652,202.6875846,,,,,1.810538466,0.161931695,0.340944444,0.189888889,Modify,t2.micro,0,18.83333333,,,,t2.nano,0,18.83333333,,,,,,,,,
XXXXXXXXXXXX,WA Cost Labs,i-010280,,Name-010280,t3.small,Linux/UNIX,US East (N. Virginia),336,0,0,336,9.591506808,,,0.086666667,4.07,0.330607096,201.4287313,,,,,1.819563802,2.259324273,0.426277778,1.571833333,Modify,t3.micro,0,9.591506808,,,,t3.nano,0,9.591506808,,,,,,,,,
XXXXXXXXXXXX,WA Cost Labs,i-010281,,Name-010281,t2.micro,Linux/UNIX,US East (N. Virginia),336,0,0,336,4,,,0.526666667,1.45,29.6783431,37.05342773,,,,,0.004748806,0.003485514,0.021277778,0.014055556,Modify,t2.nano,0,4,,,,,,,,,,,,,,,
XXXXXXXXXXXX,WA Cost Labs,i-010282,,Name-010282,t2.large,Linux/UNIX,US East (N. Virginia),336,0,0,336,19.16666667,,,25.11333333,50.94333333,3006.985986,3394.114176,,,,,5.191679416,9.948866916,1.319055556,0.937777778,Modify,t2.medium,0,19.16666667,,,,t2.micro,0,38.33333333,,,,t2.small,0,38.33333333,,,
XXXXXXXXXXXX,WA Cost Labs,i-010283,,Name-010283,t2.small,Linux/UNIX,US East (N. Virginia),336,0,0,336,16.37931034,,,0.043333333,1.99,2.632141927,34.6628776,,,,,1.835928006,0.082636447,0.543722222,0.351,Modify,t2.micro,0,16.37931034,,,,t2.nano,0,16.37931034,,,,,,,,,
XXXXXXXXXXXX,WA Cost Labs,i-010284,,Name-010284,t2.small,Linux/UNIX,US East (N. Virginia),336,0,0,336,15.59322034,,,0.26,5.343333333,4.119873047,214.004515,,,,,1.819123806,0.724212511,0.837111111,0.853888889,Modify,t2.micro,0,15.59322034,,,,t2.nano,0,15.59322034,,,,,,,,,
XXXXXXXXXXXX,WA Cost Labs,i-010285,,Name-010285,t2.large,Linux/UNIX,US East (N. Virginia),336,0,0,336,8,,,1.406666667,3.11,8.786520182,203.8955697,,,,,1.84993788,0.225315213,0.434,0.244166667,Modify,t2.medium,0,8,,,,t2.small,0,16,,,,t2.micro,0,16,,,
XXXXXXXXXXXX,WA Cost Labs,i-010286,,Name-010286,t2.large,Linux/UNIX,US East (N. Virginia),336,0,0,336,2.416666667,,,0,2.69,0,225.3977474,,,,,0.010677083,0.007039931,0.020833333,0.012,Modify,t2.medium,0,2.416666667,,,,t2.small,0,4.833333333,,,,t2.micro,0,4.833333333,,,
XXXXXXXXXXXX,WA Cost Labs,i-010287,,Name-010287,t3.large,Linux/UNIX,US East (N. Virginia),336,0,0,336,20.825,,,6.123333333,4.366666667,129.5344035,202.0390828,,,,,275.1891859,300.2163379,102.3618889,145.5633889,Modify,t3.medium,0,20.825,,,,t3.small,0,20.825,,,,t3.micro,0,20.825,,,
XXXXXXXXXXXX,WA Cost Labs,i-010288,,Name-010288,t2.small,Linux/UNIX,US East (N. Virginia),336,0,0,336,16.66666667,,,1.276666667,3.66,8.112591146,206.7693099,,,,,1.814899631,0.061285536,0.356222222,0.178444444,Modify,t2.micro,0,16.66666667,,,,t2.nano,0,16.66666667,,,,,,,,,
XXXXXXXXXXXX,WA Cost Labs,i-010289,,Name-010289,t2.micro,Linux/UNIX,US East (N. Virginia),336,0,0,336,15.76271186,,,0.52,3.6,27.47853516,208.7402344,,,,,1.878989529,0.984924588,0.839722222,1.039166667,Modify,t2.nano,0,15.76271186,,,,,,,,,,,,,,,
XXXXXXXXXXXX,WA Cost Labs,i-010290,,Name-010290,t3.large,Linux/UNIX,US East (N. Virginia),336,0,0,336,17.9,,,0.086666667,7.206666667,0.966389974,323.9504496,,,,,12.29414008,18.94750054,27.06894444,28.70288889,Modify,t3.medium,0,17.9,,,,t3.micro,0,17.9,,,,t3.small,0,17.9,,,
XXXXXXXXXXXX,WA Cost Labs,i-010291,,Name-010291,t2.small,Linux/UNIX,US East (N. Virginia),336,0,0,336,17.28813559,,,1.61,3.063333333,18.13252604,200.5767806,,,,,1.820572917,0.061299642,0.368944444,0.209833333,Modify,t2.micro,0,17.28813559,,,,t2.nano,0,17.28813559,,,,,,,,,
XXXXXXXXXXXX,WA Cost Labs,i-010292,,Name-010292,t2.medium,Linux/UNIX,US East (N. Virginia),336,0,0,336,9.333333333,,,2.2,5.44,232.3659245,215.2172786,,,,,2.485914714,1.60388482,2.689555556,3.210277778,Modify,t2.small,0,18.66666667,,,,t2.micro,0,18.66666667,,,,t2.nano,0,18.66666667,,,
XXXXXXXXXXXX,WA Cost Labs,i-010293,,Name-010293,m1.large,Linux/UNIX,US East (N. Virginia),336,0,0,336,10,,,0.003333333,3.776666667,0.216165365,180.2444531,,,,,,,,,Modify,m1.medium,0,20,,,,m1.small,0,20,,,,,,,,,
XXXXXXXXXXXX,WA Cost Labs,i-010294,,Name-010294,t3.large,Linux/UNIX,US East (N. Virginia),336,0,0,336,34.39166667,,,5.916666667,34.82333333,403.3152262,7283.175786,,,,,28.17196262,28.48924425,51.23883333,63.89572222,Modify,t3.medium,0,34.39166667,,,,t3.small,0,34.39166667,,,,t3.micro,0,34.39166667,,,
XXXXXXXXXXXX,WA Cost Labs,i-010295,,Name-010295,t2.micro,Linux/UNIX,US East (N. Virginia),336,0,0,336,16.44067797,,,28.22333333,3.996666667,793.7494889,215.5812533,,,,,1.819318576,0.071215278,0.360611111,0.215888889,Modify,t2.nano,0,16.44067797,,,,,,,,,,,,,,,
XXXXXXXXXXXX,WA Cost Labs,i-010296,,Name-010296,t3.large,Linux/UNIX,US East (N. Virginia),336,0,0,336,23.0647446,,,0.02,6.763333333,0.267028809,665.713946,,,,,18.87782932,110.4030284,51.10855556,63.04161111,Modify,t3.medium,0,23.0647446,,,,t3.micro,0,23.0647446,,,,t3.small,0,23.0647446,,,
XXXXXXXXXXXX,WA Cost Labs,i-010297,,Name-010297,t2.large,Linux/UNIX,US East (N. Virginia),336,0,0,336,19.33333333,,,4.296666667,16.01666667,93.87969727,202.5477051,,,,,2.085312771,0.962120497,0.467,0.288388889,Modify,t2.medium,0,19.33333333,,,,t2.micro,0,38.66666667,,,,t2.small,0,38.66666667,,,
XXXXXXXXXXXX,WA Cost Labs,i-010298,,Name-010298,t3.micro,Linux/UNIX,US East (N. Virginia),336,0,0,336,7.008450141,,,12.32,4.7,491.2058512,207.0363363,,,,,1.808566895,0.061112739,0.321666667,0.124,Modify,t3.nano,0,7.008450141,,,,,,,,,,,,,,,
XXXXXXXXXXXX,WA Cost Labs,i-010299,,Name-010299,t3.micro,Linux/UNIX,US East (N. Virginia),336,0,0,336,7.350122502,,,30.43666667,4.863333333,807.1772257,206.9981893,,,,,1.810359158,0.063199327,0.331944444,0.159055556,Modify,t3.nano,0,7.350122502,,,,,,,,,,,,,,,
XXXXXXXXXXXX,WA Cost Labs,i-010300,,Name-010300,t2.small,Linux/UNIX,US East (N. Virginia),336,0,0,336,17.16666667,,,77.09333333,14.69333333,838.5594694,335.4644792,,,,,19.91247559,72.41038493,9.591444444,9.588444444,Modify,t2.micro,0,17.16666667,,,,t2.nano,0,17.16666667,,,,,,,,,
XXXXXXXXXXXX,WA Cost Labs,i-010301,,Name-010301,t2.large,Linux/UNIX,US East (N. Virginia),336,0,0,336,9.754098361,,,5.613333333,3.396666667,67.86346354,203.8192741,,,,,2.268616808,0.348369954,0.540277778,0.358333333,Modify,t2.medium,0,9.754098361,,,,t2.small,0,19.50819672,,,,t2.micro,0,19.50819672,,,
XXXXXXXXXXXX,WA Cost Labs,i-010302,,Name-010302,t2.small,Linux/UNIX,US East (N. Virginia),336,0,0,336,26,,,0.046666667,3.243333333,0.750224609,202.4586979,,,,,2.083921441,105.3148928,7.830055556,5.959333333,Modify,t2.micro,0,26,,,,t2.nano,0,26,,,,,,,,,
XXXXXXXXXXXX,WA Cost Labs,i-010303,,Name-010303,t2.large,Linux/UNIX,US East (N. Virginia),336,0,0,336,10.75,,,3.626666667,3.973333333,111.7833464,207.659401,,,,,3.157136502,0.26772895,0.6275,0.426777778,Modify,t2.medium,0,10.75,,,,t2.small,0,21.50000001,,,,t2.micro,0,21.50000001,,,
XXXXXXXXXXXX,WA Cost Labs,i-010304,,Name-010304,m1.medium,Linux/UNIX,US East (N. Virginia),336,0,0,336,8.166666667,,,0.003333333,6.473333333,0.038147786,109.8378516,,,,,,,,,Modify,m1.small,0,8.166666667,,,,,,,,,,,,,,,
XXXXXXXXXXXX,WA Cost Labs,i-010305,,Name-010305,t2.large,Linux/UNIX,US East (N. Virginia),336,0,0,336,10,,,6.293333333,3.706666667,167.7576693,205.7647721,,,,,2.30510064,0.522202148,0.580611111,0.402944444,Modify,t2.medium,0,10,,,,t2.small,0,20,,,,t2.micro,0,20,,,
XXXXXXXXXXXX,WA Cost Labs,i-010306,,Name-010306,t2.medium,Linux/UNIX,US East (N. Virginia),336,0,0,336,8.220338983,,,0.526666667,3.676666667,24.28690755,203.3996615,,,,,1.818782552,0.064258355,0.399888889,0.259833333,Modify,t2.small,0,16.44067797,,,,t2.nano,0,16.44067797,,,,t2.micro,0,16.44067797,,,
XXXXXXXXXXXX,WA Cost Labs,i-010307,,Name-010307,t2.small,Linux/UNIX,US East (N. Virginia),336,0,0,336,16.44067797,46.3977301,,0,3.546666667,0,203.2089225,,,,,1.823827854,0.065986599,0.370166667,0.229222222,Modify,t2.micro,0,16.44067797,92.7954602,,,,,,,,,,,,,,
XXXXXXXXXXXX,WA Cost Labs,i-010308,,Name-010308,t2.small,Linux/UNIX,US East (N. Virginia),336,0,0,336,17,,,2.133333333,3.86,10.85917318,225.0289941,,,,,1.821552463,0.069685601,0.377666667,0.243722222,Modify,t2.micro,0,17,,,,t2.nano,0,17,,,,,,,,,
XXXXXXXXXXXX,WA Cost Labs,i-010309,,Name-010309,r5.2xlarge,Linux/UNIX,US East (N. Virginia),336,0,0,336,27.35166667,,,1415.763333,261.6466667,34164.21254,28229.05223,,,,,422.3423245,467.7278084,34.59566667,47.39955556,Modify,r5.xlarge,0,54.70333333,,,,,,,,,,,,,,,
XXXXXXXXXXXX,WA Cost Labs,i-010310,,Name-010310,t2.micro,Linux/UNIX,US East (N. Virginia),336,0,0,336,15.93220339,,,31.31666667,4.103333333,794.9447624,208.8292415,,,,,1.81823839,0.068295627,0.363833333,0.233666667,Modify,t2.nano,0,15.93220339,,,,,,,,,,,,,,,
XXXXXXXXXXXX,WA Cost Labs,i-010311,,Name-010311,t2.micro,Linux/UNIX,US East (N. Virginia),336,0,0,336,14.83333333,,,154.2133333,7.59,749.7660352,788.388252,,,,,15.73324354,0.199375271,2.244444444,1.083055556,Modify,t2.nano,0,14.83333333,,,,,,,,,,,,,,,
XXXXXXXXXXXX,WA Cost Labs,i-010312,,Name-010312,t3.large,Linux/UNIX,US East (N. Virginia),336,0,0,336,19.21602613,,,0.033333333,6.23,0.72479248,308.6725871,,,,,13.01611084,42.15351508,32.82177778,35.99183333,Modify,t3.medium,0,19.21602613,,,,t3.small,0,19.21602613,,,,t3.micro,0,19.21602613,,,
XXXXXXXXXXXX,WA Cost Labs,i-010313,,Name-010313,t2.micro,Linux/UNIX,US East (N. Virginia),336,0,0,336,6.065573771,,,1.32,1.206666667,10.41412435,20.10345378,,,,,0.59372423,0.951505805,5.101333333,5.095111111,Modify,t2.nano,0,6.065573771,,,,,,,,,,,,,,,
XXXXXXXXXXXX,WA Cost Labs,i-010314,,Name-010314,t2.small,Linux/UNIX,US East (N. Virginia),336,0,0,336,21.16666667,,,1.393333333,4.793333333,13.30057943,256.2586491,,,,,1.837654622,0.975699599,0.364777778,0.220888889,Modify,t2.micro,0,21.16666667,,,,t2.nano,0,21.16666667,,,,,,,,,
XXXXXXXXXXXX,WA Cost Labs,i-010315,,Name-010315,t2.small,Linux/UNIX,US East (N. Virginia),336,0,0,336,1.833333333,,,0,1.48,0,51.74000977,,,,,0.083239204,0.089112684,0.167833333,0.144333333,Modify,t2.micro,0,1.833333333,,,,t2.nano,0,1.833333333,,,,,,,,,
XXXXXXXXXXXX,WA Cost Labs,i-010316,,Name-010316,t2.medium,Linux/UNIX,US East (N. Virginia),336,0,0,336,8.728813559,,,0.636666667,3.46,24.47763997,195.1090495,,,,,1.871592339,0.06119439,0.398388889,0.216388889,Modify,t2.small,0,17.45762712,,,,t2.nano,0,17.45762712,,,,t2.micro,0,17.45762712,,,
XXXXXXXXXXXX,WA Cost Labs,i-010317,,Name-010317,t2.small,Linux/UNIX,US East (N. Virginia),336,0,0,336,15.59322034,,,0.443333333,5.06,3.458658854,226.7837533,,,,,4.457550184,2.533972982,3.394888889,2.855777778,Modify,t2.micro,0,15.59322034,,,,t2.nano,0,15.59322034,,,,,,,,,
XXXXXXXXXXXX,WA Cost Labs,i-010318,CPUUnderprovisioned,Name-010318,t2.small,Linux/UNIX,US East (N. Virginia),56,0,0,56,28.47457627,,,20.35666667,3.65,102.1957389,47.89988281,,,,,1.823823513,0.712849664,0.319,0.178333333,Modify,t2.micro,0,28.47457627,,,,t2.nano,0,28.47457627,,,,,,,,,
XXXXXXXXXXXX,WA Cost Labs,i-010319,"CPUOverprovisioned, MemoryOverprovisioned, EBSIOPSOverprovisioned, EBSThroughputOverprovisioned, NetworkBandwidthOverprovisioned",Name-010319,t3.micro,Linux/UNIX,US East (N. Virginia),336,0,0,336,6.866437785,42.70542339,,2.32,13.57,103.8869222,343.8568115,,,,,1.816057129,0.056846246,0.351277778,0.150388889,Modify,t3.nano,0,6.866437785,85.41084678,,,t3.nano,0,6.866437785,85.41084678,,,,,,,,
XXXXXXXXXXXX,WA Cost Labs,i-010320,"CPUOverprovisioned, MemoryOverprovisioned, EBSIOPSOverprovisioned, EBSThroughputOverprovisioned, NetworkBandwidthOverprovisioned",Name-010320,t3.micro,Linux/UNIX,US East (N. Virginia),336,0,0,336,6.783333333,43.01479871,,0.803333333,4.563333333,10.49041748,202.4968465,,,,,1.815252821,0.061226128,0.317333333,0.134166667,Modify,t3.nano,0,6.783333333,86.02959741,,,t3.nano,0,6.783333333,86.02959741,,,,,,,,
XXXXXXXXXXXX,WA Cost Labs,i-010321,,Name-010321,t2.small,Linux/UNIX,US East (N. Virginia),336,0,0,336,38.16666667,,,0.506666667,3.616666667,27.5039681,205.3324382,,,,,2.51357666,0.331235623,2.705055556,2.061055556,Modify,t2.micro,0,38.16666667,,,,t2.nano,0,38.16666667,,,,,,,,,
XXXXXXXXXXXX,WA Cost Labs,i-010322,,Name-010322,t2.small,Linux/UNIX,US East (N. Virginia),336,0,0,336,16.94915254,,,0,3.513333333,0,202.9800423,,,,,2.423092719,0.298961589,1.540666667,1.227333333,Modify,t2.micro,0,16.94915254,,,,t2.nano,0,16.94915254,,,,,,,,,
XXXXXXXXXXXX,WA Cost Labs,i-010323,,Name-010323,t2.large,Linux/UNIX,US East (N. Virginia),336,0,0,336,10.33333333,,,0,3.586666667,0,202.2933952,,,,,2.224473199,0.263205295,0.508944444,0.364722222,Modify,t2.medium,0,10.33333333,,,,t2.micro,0,20.66666667,,,,t2.small,0,20.66666667,,,
XXXXXXXXXXXX,WA Cost Labs,i-010324,,Name-010324,t2.small,Linux/UNIX,US East (N. Virginia),336,0,0,336,16.33333333,,,0,1.616666667,0,30.46671875,,,,,1.822307671,0.066810981,0.357722222,0.213111111,Modify,t2.micro,0,16.33333333,,,,t2.nano,0,16.33333333,,,,,,,,,
XXXXXXXXXXXX,WA Cost Labs,i-010325,,Name-010325,t2.medium,Linux/UNIX,US East (N. Virginia),336,0,0,336,8.916666667,,,0,3.14,0,222.5748698,,,,,0.011743978,0.007246365,0.078666667,0.077388889,Modify,t2.small,0,17.83333333,,,,t2.nano,0,17.83333333,,,,t2.micro,0,17.83333333,,,
XXXXXXXXXXXX,WA Cost Labs,i-010326,,Name-010326,t2.medium,Linux/UNIX,US East (N. Virginia),336,0,0,336,8.220338983,,,0.033333333,6.22,0.762939453,565.8594759,,,,,2.090802138,0.133176541,0.478222222,0.477833333,Modify,t2.small,0,16.44067797,,,,t2.micro,0,16.44067797,,,,t2.nano,0,16.44067797,,,
XXXXXXXXXXXX,WA Cost Labs,i-010327,"CPUOverprovisioned, MemoryOverprovisioned, EBSIOPSOverprovisioned, EBSThroughputOverprovisioned, NetworkBandwidthOverprovisioned",Name-010327,t3.micro,Linux/UNIX,US East (N. Virginia),336,0,0,336,6.858333333,24.97332693,,3.006666667,4.646666667,39.26595052,220.7565308,,,,,1.821260579,0.060264486,0.354555556,0.155111111,Modify,t3.nano,0,6.858333333,49.94665385,,,t3.nano,0,6.858333333,49.94665385,,,,,,,,
XXXXXXXXXXXX,WA Cost Labs,i-010328,,Name-010328,t2.micro,Linux/UNIX,US East (N. Virginia),336,0,0,336,15.25423729,,,0.03,2.743333333,0.216165365,195.6049577,,,,,1.861805013,0.058216146,0.325777778,0.185166667,Modify,t2.nano,0,15.25423729,,,,,,,,,,,,,,,
XXXXXXXXXXXX,WA Cost Labs,i-010329,,Name-010329,t2.micro,Linux/UNIX,US East (N. Virginia),336,0,0,336,2.711864407,,,0,1.676666667,0,24.40134766,,,,,0.002307671,0.002845323,0.01,0.005777778,Modify,t2.nano,0,2.711864407,,,,,,,,,,,,,,,
XXXXXXXXXXXX,WA Cost Labs,i-010330,,Name-010330,t2.small,Linux/UNIX,US East (N. Virginia),336,0,0,336,22.66666667,,,0.003333333,4.173333333,0.076295573,226.3387044,,,,,6.989222005,1.26136556,17.60794444,8.355722222,Modify,t2.micro,0,22.66666667,,,,t2.nano,0,22.66666667,,,,,,,,,
XXXXXXXXXXXX,WA Cost Labs,i-010331,,Name-010331,t2.medium,Linux/UNIX,US East (N. Virginia),336,0,0,336,13.18965517,,,0,4.283333333,0,310.325625,,,,,1.84806722,1.733767904,0.602444444,0.486555556,Modify,t2.small,0,26.37931034,,,,t2.nano,0,26.37931034,,,,t2.micro,0,26.37931034,,,
XXXXXXXXXXXX,WA Cost Labs,i-010332,,Name-010332,t2.large,Linux/UNIX,US East (N. Virginia),336,0,0,336,11.61016949,,,2.033333333,3.386666667,24.19789714,201.9246387,,,,,2.954260525,2.826737739,0.926722222,0.609944444,Modify,t2.medium,0,11.61016949,,,,t2.small,0,23.22033898,,,,t2.micro,0,23.22033898,,,
XXXXXXXXXXXX,WA Cost Labs,i-010333,,Name-010333,t3.medium,Linux/UNIX,US East (N. Virginia),336,0,0,336,10.87518125,48.1161742,,0.003333333,6.7,0.012715658,414.9373372,,,,,1.952465549,0.273728299,1.804388889,1.289944444,Modify,t3.small,0,10.87518125,96.2323484,,,,,,,,,,,,,,
XXXXXXXXXXXX,WA Cost Labs,i-010334,,Name-010334,t2.medium,Linux/UNIX,US East (N. Virginia),336,0,0,336,27.25,,,0.14,4.503333333,0.839235026,242.1696973,,,,,49.38948215,39.48799669,6.956555556,4.992833333,Modify,t2.small,0,54.5,,,,t2.micro,0,54.5,,,,t2.nano,0,54.5,,,
XXXXXXXXXXXX,WA Cost Labs,i-010335,,Name-010335,t2.micro,Linux/UNIX,US East (N. Virginia),336,0,0,336,20.50847458,,,36.30333333,4.67,1098.429362,225.2578743,,,,,2.432301704,0.254231228,1.449833333,1.295444444,Modify,t2.nano,0,20.50847458,,,,,,,,,,,,,,,
XXXXXXXXXXXX,WA Cost Labs,i-010336,,Name-010336,t2.micro,Linux/UNIX,US East (N. Virginia),336,0,0,336,20.84745763,,,32.66666667,4.03,945.9050488,216.3060514,,,,,2.406366916,0.294780002,1.656555556,1.222666667,Modify,t2.nano,0,20.84745763,,,,,,,,,,,,,,,
XXXXXXXXXXXX,WA Cost Labs,i-010337,,Name-010337,t2.medium,Linux/UNIX,US East (N. Virginia),336,0,0,336,19.66666667,,,0,5.103333333,0,324.0203841,,,,,57.19668186,6.872846137,40.40988889,30.69327778,Modify,t2.small,0,39.33333333,,,,t2.micro,0,39.33333333,,,,t2.nano,0,39.33333333,,,
XXXXXXXXXXXX,WA Cost Labs,i-010338,,Name-010338,t2.large,Linux/UNIX,US East (N. Virginia),336,0,0,336,10.08333333,,,0,3.85,0,202.2171029,,,,,2.234268663,0.332698025,0.625833333,0.394944444,Modify,t2.medium,0,10.08333333,,,,t2.micro,0,20.16666667,,,,t2.small,0,20.16666667,,,
XXXXXXXXXXXX,WA Cost Labs,i-010339,,Name-010339,t3.large,Linux/UNIX,US East (N. Virginia),336,0,0,336,17.50029167,,,0.036666667,7.2,0.737508138,583.5517248,,,,,25.21665609,43.4371327,54.51916667,39.66638889,Modify,t3.medium,0,17.50029167,,,,t3.small,0,17.50029167,,,,t3.micro,0,17.50029167,,,
XXXXXXXXXXXX,WA Cost Labs,i-010340,,Name-010340,t2.small,Linux/UNIX,US East (N. Virginia),336,0,0,336,17.96610169,,,0.01,3.753333333,0.089010417,206.9091797,,,,,1.841600477,4.499051649,0.897777778,0.796555556,Modify,t2.micro,0,17.96610169,,,,t2.nano,0,17.96610169,,,,,,,,,
XXXXXXXXXXXX,WA Cost Labs,i-010341,,Name-010341,t3.large,Linux/UNIX,US East (N. Virginia),336,0,0,336,19.66633889,,,0.146666667,7.086666667,1.691182454,369.9000676,,,,,15.70430013,38.84697049,32.78761111,41.11733333,Modify,t3.medium,0,19.66633889,,,,t3.small,0,19.66633889,,,,t3.micro,0,19.66633889,,,
XXXXXXXXXXXX,WA Cost Labs,i-010342,,Name-010342,t3.small,Linux/UNIX,US East (N. Virginia),336,0,0,336,8.8,,,0,5.316666667,0,229.7210693,,,,,1.820398492,0.064423557,0.382833333,0.189111111,Modify,t3.micro,0,8.8,,,,t3.nano,0,8.8,,,,,,,,,
XXXXXXXXXXXX,WA Cost Labs,i-010343,CPUUnderprovisioned,Name-010343,t2.small,Linux/UNIX,US East (N. Virginia),336,0,0,336,31.78571429,,,0.026666667,3.763333333,0.445048828,217.1707161,,,,,1.821376139,5.640391168,1.043277778,0.634777778,Modify,t2.micro,0,31.78571429,,,,t2.nano,0,31.78571429,,,,,,,,,
XXXXXXXXXXXX,WA Cost Labs,i-010344,,Name-010344,t2.large,Linux/UNIX,US East (N. Virginia),336,0,0,336,8.666666667,,,0.86,3.383333333,23.9054362,203.8955697,,,,,1.908450521,0.34570638,0.487611111,0.265555556,Modify,t2.medium,0,8.666666667,,,,t2.micro,0,17.33333333,,,,t2.small,0,17.33333333,,,
XXXXXXXXXXXX,WA Cost Labs,i-010345,,Name-010345,t3.small,Linux/UNIX,US East (N. Virginia),56,0,0,56,14.14190237,49.15444691,,22.25333333,5.93,108.1593831,216.5985107,,,,,5.508249783,1.486144748,13.19361111,8.835444444,Modify,t3.micro,0,14.14190237,98.30889383,,,,,,,,,,,,,,
XXXXXXXXXXXX,WA Cost Labs,i-010346,,Name-010346,t3.small,Linux/UNIX,US East (N. Virginia),149,0,0,149,7.791536808,,,20.24333333,2.75,99.32200114,188.7003581,,,,,62.90232449,63.04501628,3.781611111,4.304388889,Modify,t3.micro,0,7.791536808,,,,t3.nano,0,7.791536808,,,,,,,,,
