Account ID,Account Name,Instance ID,Instance Type,OS,Region,Running Hours,RI Hours,OD Hours, CPU Utilization ,Memory Utilization,Disk Utilization,Recommended Action,Recommended Instance Type 1, Recommended Instance Type 1 Estimated Savings , Recommended Instance Type 1 Projected CPU ,Recommended Instance Type 1 Projected Memory,Recommended Instance Type 1 Projected Disk,Recommended Instance Type 2, Recommended Instance Type 2 Estimated Savings , Recommended Instance Type 2 Projected CPU ,Recommended Instance Type 2 Projected Memory,Recommended Instance Type 2 Projected Disk,Recommended Instance Type 3, Recommended Instance Type 3 Estimated Savings , Recommended Instance Type 3 Projected CPU ,Recommended Instance Type 3 Projected Memory,Recommended Instance Type 3 Projected Disk
836000000000,WA Cost Labs,i-029868,c4.8xlarge,Linux/UNIX,EU (Ireland),330,330,0, 3.40 ,,,Modify,c4.4xlarge, $-   , 7.66 ,,,c4.xlarge, $-   , 30.63 ,,,c4.large, $-   , 61.25 ,,
836000000000,WA Cost Labs,i-029885,t3.2xlarge,Linux/UNIX,US East (N. Virginia),11,0,11, 26.00 ,,,Modify,t3.xlarge, $3.98 , 52.00 ,,,,,,,,,,,,
836000000000,WA Cost Labs,i-029911,c4.4xlarge,Linux/UNIX,EU (Ireland),0.116667,0,0.116667, 5.69 ,,,Modify,c4.2xlarge, $0.11 , 11.38 ,,,c4.xlarge, $0.17 , 22.75 ,,,c4.large, $0.20 , 45.50 ,,
836000000000,WA Cost Labs,i-029950,t3.micro,Linux/UNIX,EU (Frankfurt),0.294444,0,0.294444, 34.00 ,,,Modify,t3.nano, $0.00 , 34.00 ,,,,,,,,,,,,
836000000000,WA Cost Labs,i-029958,t2.medium,Linux/UNIX,US East (Ohio),330,0,330, 31.67 ,,,Modify,t2.small, $16.78 , 63.33 ,,,t2.micro, $24.95 , 63.33 ,,,t2.nano, $29.11 , 63.33 ,,
836000000000,WA Cost Labs,i-029964,t3.micro,Linux/UNIX,US East (Ohio),103,103,0, 38.00 ,,,Modify,t3.nano, $-   , 38.00 ,,,,,,,,,,,,
836000000000,WA Cost Labs,i-030025,t1.micro,Linux/UNIX,US East (N. Virginia),0.279722,0,0.279722, 1.00 ,,,Terminate,, $0.01 ,,,,,,,,,,,,,
836000000000,WA Cost Labs,i-030063,c4.xlarge,Linux/UNIX,US East (N. Virginia),0.508611,0,0.508611, 13.88 ,,,Modify,c4.large, $0.11 , 27.75 ,,,,,,,,,,,,
836000000000,WA Cost Labs,i-030083,t3.micro,Linux/UNIX,EU (Frankfurt),1.468056,0,1.468056, 32.00 ,,,Modify,t3.nano, $0.02 , 32.00 ,,,,,,,,,,,,
836000000000,WA Cost Labs,i-030103,c4.4xlarge,Red Hat Enterprise Linux,US East (N. Virginia),330,0,330, 5.85 ,,,Modify,c4.2xlarge, $285.35 , 11.71 ,,,c4.xlarge, $478.22 , 23.42 ,,,c4.large, $549.19 , 46.83 ,,
836000000000,WA Cost Labs,i-030184,c4.xlarge,Linux/UNIX,US East (N. Virginia),0.161389,0,0.161389, 23.83 ,,,Modify,c4.large, $0.03 , 47.67 ,,,,,,,,,,,,
836000000000,WA Cost Labs,i-030196,c5d.2xlarge,Linux/UNIX,US East (N. Virginia),0.138333,0,0.138333, 27.00 ,,,Modify,c5d.xlarge, $0.06 , 54.00 ,,,,,,,,,,,,
836000000000,WA Cost Labs,i-030209,t3.medium,Linux/UNIX,EU (Frankfurt),330,0,330, 3.00 ,,,Modify,t3.small, $17.21 , 3.00 ,,,t3.nano, $30.11 , 3.00 ,,,t3.micro, $25.81 , 3.00 ,,
836000000000,WA Cost Labs,i-030238,c4.4xlarge,Linux/UNIX,EU (Ireland),0.171944,0,0.171944, 11.95 ,,,Modify,c4.2xlarge, $0.17 , 23.90 ,,,c4.xlarge, $0.25 , 47.79 ,,,,,,,
836000000000,WA Cost Labs,i-0303,t2.xlarge,Linux/UNIX,Asia Pacific (Sydney),330,0,330, 21.29 ,,,Modify,t2.large, $83.74 , 42.58 ,,,t2.medium, $125.61 , 42.58 ,,,,,,,
836000000000,WA Cost Labs,i-030305,c5.xlarge,Linux/UNIX,US East (N. Virginia),330,330,0, 25.00 ,,,Modify,c5.large, $-   , 50.00 ,,,,,,,,,,,,
836000000000,WA Cost Labs,i-030334,t2.micro,Linux/UNIX,US East (N. Virginia),329,0,329, 3.73 ,,,Modify,t2.nano, $4.15 , 3.73 ,,,,,,,,,,,,
836000000000,WA Cost Labs,i-030480,c5.2xlarge,Windows (Amazon VPC),EU (Frankfurt),1,0,1, 27.00 ,,,Modify,c5.xlarge, $0.82 , 54.00 ,,,,,,,,,,,,
836000000000,WA Cost Labs,i-030549,r5.2xlarge,Linux/UNIX,EU (Frankfurt),330,330,0, 11.00 ,,,Modify,r5.xlarge, $-   , 22.00 ,,,r5.large, $-   , 44.00 ,,,,,,,
836000000000,WA Cost Labs,i-030606,t3.small,Linux/UNIX,US East (Ohio),1.642222,0,1.642222, 16.00 ,,,Modify,t3.micro, $0.04 , 16.00 ,,,t3.nano, $0.06 , 16.00 ,,,,,,,
836000000000,WA Cost Labs,i-030612,c5.4xlarge,Linux/UNIX,EU (Ireland),330,330,0, 32.00 ,,,Modify,c5.2xlarge, $-   , 64.00 ,,,,,,,,,,,,
836000000000,WA Cost Labs,i-03063,c5.2xlarge,Windows (Amazon VPC),EU (Frankfurt),1,0,1, 27.00 ,,,Modify,c5.xlarge, $0.82 , 54.00 ,,,,,,,,,,,,
836000000000,WA Cost Labs,i-030640,c4.xlarge,Windows (Amazon VPC),US East (N. Virginia),330,0,330, 32.67 ,,,Modify,c4.large, $136.94 , 65.33 ,,,,,,,,,,,,
836000000000,WA Cost Labs,i-030668,t3.small,Linux/UNIX,US East (Ohio),1.741944,0,1.741944, 26.00 ,,,Modify,t3.micro, $0.04 , 26.00 ,,,t3.nano, $0.06 , 26.00 ,,,,,,,
836000000000,WA Cost Labs,i-030693,c4.4xlarge,Linux/UNIX,EU (Ireland),0.196667,0,0.196667, 9.68 ,,,Modify,c4.2xlarge, $0.19 , 19.35 ,,,c4.large, $0.34 , 77.42 ,,,c4.xlarge, $0.29 , 38.71 ,,
836000000000,WA Cost Labs,i-030739,t3.xlarge,Linux/UNIX,US East (N. Virginia),12,0,12, 31.00 ,,,Modify,t3.large, $2.17 , 62.00 ,,,t3.nano, $4.20 , 62.00 ,,,t3.small, $3.80 , 62.00 ,,
836000000000,WA Cost Labs,i-030752,t3.small,Linux/UNIX,US East (Ohio),1.651389,0,1.651389, 24.00 ,,,Modify,t3.micro, $0.04 , 24.00 ,,,t3.nano, $0.06 , 24.00 ,,,,,,,
836000000000,WA Cost Labs,i-03083,t2.micro,Linux/UNIX,US East (N. Virginia),329,0,329, 0.34 ,,,Terminate,, $8.29 ,,,,,,,,,,,,,
836000000000,WA Cost Labs,i-030857,c4.4xlarge,Linux/UNIX,EU (Ireland),0.074444,0,0.074444, 3.09 ,,,Modify,c4.2xlarge, $0.07 , 6.19 ,,,c4.large, $0.13 , 24.75 ,,,c4.xlarge, $0.11 , 12.38 ,,
836000000000,WA Cost Labs,i-030873,t2.medium,Linux/UNIX,EU (Ireland),329,0,329, 1.58 ,,,Modify,t2.small, $17.87 , 3.17 ,,,t2.micro, $26.73 , 3.17 ,,,t2.nano, $31.24 , 3.17 ,,
836000000000,WA Cost Labs,i-030886,t3.xlarge,Linux/UNIX,US East (N. Virginia),329,0,329, 2.00 ,,,Modify,t3.large, $59.47 , 4.00 ,,,t3.medium, $89.21 , 4.00 ,,,t3.nano, $115.22 , 4.00 ,,
836000000000,WA Cost Labs,i-030986,t2.small,Linux/UNIX,EU (Frankfurt),331,1,330, 5.25 ,,,Modify,t2.micro, $9.61 , 5.25 ,,,t2.nano, $14.41 , 5.25 ,,,,,,,
836000000000,WA Cost Labs,i-030995,c4.xlarge,Linux/UNIX,Asia Pacific (Singapore),0.178056,0,0.178056, 18.00 ,,,Modify,c4.large, $0.04 , 36.00 ,,,,,,,,,,,,
836000000000,WA Cost Labs,i-031004,t2.medium,Linux/UNIX,Asia Pacific (Sydney),329,0,329, 2.00 ,,,Modify,t2.small, $20.87 , 4.00 ,,,t2.nano, $36.53 , 4.00 ,,,t2.micro, $31.31 , 4.00 ,,
836000000000,WA Cost Labs,i-031034,c4.4xlarge,Linux/UNIX,EU (Ireland),0.106667,0,0.106667, 7.78 ,,,Modify,c4.2xlarge, $0.10 , 15.56 ,,,c4.large, $0.18 , 62.25 ,,,c4.xlarge, $0.16 , 31.13 ,,
836000000000,WA Cost Labs,i-031042,c4.4xlarge,Linux/UNIX,EU (Ireland),0.090833,0,0.090833, 2.78 ,,,Modify,c4.2xlarge, $0.09 , 5.56 ,,,c4.xlarge, $0.13 , 11.13 ,,,c4.large, $0.16 , 22.25 ,,
836000000000,WA Cost Labs,i-031046,c4.xlarge,Linux/UNIX,Asia Pacific (Sydney),0.155,0,0.155, 24.88 ,,,Modify,c4.large, $0.04 , 49.75 ,,,,,,,,,,,,
836000000000,WA Cost Labs,i-031096,c5d.2xlarge,Linux/UNIX,Canada (Central),0.061944,0,0.061944, -   ,,,Terminate,, $0.06 ,,,,,,,,,,,,,
836000000000,WA Cost Labs,i-031116,m4.2xlarge,Linux/UNIX,EU (Ireland),329,0,329, 26.94 ,,,Modify,m4.xlarge, $158.68 , 53.87 ,,,,,,,,,,,,
836000000000,WA Cost Labs,i-031151,c4.4xlarge,Linux/UNIX,EU (Ireland),0.069444,0,0.069444, 11.77 ,,,Modify,c4.2xlarge, $0.07 , 23.54 ,,,c4.xlarge, $0.10 , 47.08 ,,,,,,,
836000000000,WA Cost Labs,i-031153,c4.xlarge,Linux/UNIX,US East (N. Virginia),0.509722,0,0.509722, 24.75 ,,,Modify,c4.large, $0.11 , 49.50 ,,,,,,,,,,,,
836000000000,WA Cost Labs,i-031174,c4.xlarge,Linux/UNIX,EU (London),0.120556,0,0.120556, 23.92 ,,,Modify,c4.large, $0.03 , 47.83 ,,,,,,,,,,,,
836000000000,WA Cost Labs,i-031297,c4.4xlarge,Linux/UNIX,EU (Ireland),0.547222,0,0.547222, 13.13 ,,,Modify,c4.2xlarge, $0.54 , 26.25 ,,,c4.xlarge, $0.81 , 52.50 ,,,,,,,
836000000000,WA Cost Labs,i-031302,c4.4xlarge,Linux/UNIX,EU (Ireland),0.030278,0,0.030278, 7.18 ,,,Modify,c4.2xlarge, $0.03 , 14.35 ,,,c4.large, $0.05 , 57.42 ,,,c4.xlarge, $0.04 , 28.71 ,,
836000000000,WA Cost Labs,i-031458,t3.medium,Linux/UNIX,US East (N. Virginia),330,272.7370825,57.2629175, 30.00 ,,,Modify,t3.small, $2.59 , 30.00 ,,,t3.micro, $3.88 , 30.00 ,,,t3.nano, $4.53 , 30.00 ,,
836000000000,WA Cost Labs,i-031477,c4.xlarge,Linux/UNIX,US East (N. Virginia),0.5175,0,0.5175, 7.50 ,,,Modify,c4.large, $0.11 , 15.00 ,,,,,,,,,,,,
836000000000,WA Cost Labs,i-031529,c4.xlarge,Linux/UNIX,US East (N. Virginia),0.526667,0,0.526667, 23.75 ,,,Modify,c4.large, $0.11 , 47.50 ,,,,,,,,,,,,
836000000000,WA Cost Labs,i-031583,c4.xlarge,Linux/UNIX,US East (N. Virginia),0.688611,0,0.688611, 16.54 ,,,Modify,c4.large, $0.15 , 33.08 ,,,,,,,,,,,,
836000000000,WA Cost Labs,i-031609,t3.xlarge,Linux/UNIX,US East (N. Virginia),20.977222,0,20.977222, 23.00 ,,,Modify,t3.large, $3.79 , 46.00 ,,,t3.medium, $5.69 , 46.00 ,,,t3.micro, $7.11 , 46.00 ,,
836000000000,WA Cost Labs,i-031622,t2.large,Linux/UNIX,US West (Oregon),329,0,329, 16.67 ,,,Modify,t2.medium, $33.17 , 16.67 ,,,t2.small, $49.89 , 33.33 ,,,t2.micro, $58.04 , 33.33 ,,
836000000000,WA Cost Labs,i-031635,t1.micro,Linux/UNIX,US East (N. Virginia),0.28,0,0.28, 0.98 ,,,Terminate,, $0.01 ,,,,,,,,,,,,,
836000000000,WA Cost Labs,i-03167,m5.xlarge,Linux/UNIX,US East (N. Virginia),330,1,329, 21.00 ,,,Modify,m5.large, $68.62 , 42.00 ,,,,,,,,,,,,
836000000000,WA Cost Labs,i-031715,t2.small,Linux/UNIX,US East (N. Virginia),330,0,330, 5.67 ,,,Modify,t2.micro, $8.17 , 5.67 ,,,t2.nano, $12.33 , 5.67 ,,,,,,,
836000000000,WA Cost Labs,i-031747,t3.xlarge,Linux/UNIX,US East (N. Virginia),10,0,10, 26.00 ,,,Modify,t3.large, $1.81 , 52.00 ,,,t3.medium, $2.71 , 52.00 ,,,t3.small, $3.16 , 52.00 ,,
836000000000,WA Cost Labs,i-031767,t3.small,Linux/UNIX,EU (Frankfurt),330,0,330, 3.00 ,,,Modify,t3.micro, $8.60 , 3.00 ,,,t3.nano, $12.91 , 3.00 ,,,,,,,
836000000000,WA Cost Labs,i-031914,c4.4xlarge,Linux/UNIX,EU (Ireland),0.074722,0,0.074722, 13.02 ,,,Modify,c4.2xlarge, $0.07 , 26.04 ,,,c4.xlarge, $0.11 , 52.08 ,,,,,,,
836000000000,WA Cost Labs,i-031924,t3.small,Linux/UNIX,EU (Frankfurt),25.256389,0,25.256389, 24.00 ,,,Modify,t3.micro, $0.66 , 24.00 ,,,t3.nano, $0.99 , 24.00 ,,,,,,,
836000000000,WA Cost Labs,i-031930,t3.small,Linux/UNIX,EU (Frankfurt),330,0,330, 3.00 ,,,Modify,t3.micro, $8.60 , 3.00 ,,,t3.nano, $12.91 , 3.00 ,,,,,,,
836000000000,WA Cost Labs,i-031987,t3.small,Linux/UNIX,EU (Frankfurt),329,0,329, 2.00 ,,,Modify,t3.micro, $8.58 , 2.00 ,,,t3.nano, $12.87 , 2.00 ,,,,,,,
836000000000,WA Cost Labs,i-032,i3.2xlarge,Linux/UNIX,US East (N. Virginia),330,0,330, 37.52 ,,,Modify,i3.xlarge, $223.69 , 75.04 ,,,,,,,,,,,,
836000000000,WA Cost Labs,i-032005,t3.medium,Windows (Amazon VPC),EU (Ireland),330,0,330, 25.00 ,,,Modify,t3.small, $16.35 , 25.00 ,,,t3.micro, $31.12 , 25.00 ,,,t3.nano, $38.50 , 25.00 ,,
836000000000,WA Cost Labs,i-032023,t3.medium,Linux/UNIX,EU (Frankfurt),102,0,102, 4.00 ,,,Modify,t3.small, $5.32 , 4.00 ,,,t3.nano, $9.31 , 4.00 ,,,t3.micro, $7.98 , 4.00 ,,
836000000000,WA Cost Labs,i-032024,t3.micro,Linux/UNIX,US East (Ohio),330,275,55, 3.00 ,,,Modify,t3.nano, $0.62 , 3.00 ,,,,,,,,,,,,
836000000000,WA Cost Labs,i-032047,c4.4xlarge,Linux/UNIX,EU (Ireland),0.134444,0,0.134444, 10.03 ,,,Modify,c4.2xlarge, $0.13 , 20.06 ,,,c4.xlarge, $0.20 , 40.13 ,,,,,,,
836000000000,WA Cost Labs,i-032153,t3.micro,Linux/UNIX,EU (Frankfurt),1.72,0,1.72, 26.00 ,,,Modify,t3.nano, $0.02 , 26.00 ,,,,,,,,,,,,
836000000000,WA Cost Labs,i-032165,c4.xlarge,Linux/UNIX,EU (London),0.056111,0,0.056111, 12.08 ,,,Modify,c4.large, $0.01 , 24.17 ,,,,,,,,,,,,
836000000000,WA Cost Labs,i-03217,t3.small,Linux/UNIX,EU (Frankfurt),330,0,330, 2.00 ,,,Modify,t3.micro, $8.60 , 2.00 ,,,t3.nano, $12.91 , 2.00 ,,,,,,,
836000000000,WA Cost Labs,i-032245,c5.2xlarge,Red Hat Enterprise Linux,US East (N. Virginia),331,0,331, 31.00 ,,,Modify,c5.xlarge, $172.59 , 62.00 ,,,,,,,,,,,,
836000000000,WA Cost Labs,i-032286,t2.small,Linux/UNIX,US East (N. Virginia),330,0,330, 11.33 ,,,Modify,t2.micro, $8.17 , 11.33 ,,,t2.nano, $12.33 , 11.33 ,,,,,,,
836000000000,WA Cost Labs,i-032311,m5.xlarge,Linux/UNIX,US East (Ohio),330,0,330, 30.00 ,,,Modify,m5.large, $68.83 , 60.00 ,,,,,,,,,,,,
836000000000,WA Cost Labs,i-032313,t2.medium,Linux/UNIX,EU (Frankfurt),330,0,330, 29.08 ,,,Modify,t2.small, $19.21 , 58.17 ,,,t2.micro, $28.82 , 58.17 ,,,,,,,
836000000000,WA Cost Labs,i-032410,c4.4xlarge,Linux/UNIX,EU (Ireland),0.079444,0,0.079444, 4.20 ,,,Modify,c4.2xlarge, $0.08 , 8.40 ,,,c4.large, $0.14 , 33.58 ,,,c4.xlarge, $0.12 , 16.79 ,,
836000000000,WA Cost Labs,i-032489,c3.4xlarge,Linux/UNIX,EU (Ireland),330,330,0, 34.41 ,,,Modify,c3.2xlarge, $-   , 68.81 ,,,,,,,,,,,,
836000000000,WA Cost Labs,i-032509,r4.2xlarge,Linux/UNIX,US East (N. Virginia),330,330,0, 19.23 ,,,Modify,r4.xlarge, $-   , 38.46 ,,,r4.large, $-   , 76.92 ,,,,,,,
836000000000,WA Cost Labs,i-032522,c4.xlarge,Linux/UNIX,EU (Frankfurt),0.055278,0,0.055278, 30.29 ,,,Modify,c4.large, $0.01 , 60.58 ,,,,,,,,,,,,
836000000000,WA Cost Labs,i-03257,c4.xlarge,Linux/UNIX,Asia Pacific (Singapore),0.066389,0,0.066389, 25.83 ,,,Modify,c4.large, $0.02 , 51.67 ,,,,,,,,,,,,
836000000000,WA Cost Labs,i-032596,m4.xlarge,Linux/UNIX,US East (N. Virginia),330,0,330, 5.13 ,,,Modify,m4.large, $71.70 , 10.25 ,,,,,,,,,,,,
836000000000,WA Cost Labs,i-032612,c4.4xlarge,Linux/UNIX,EU (Ireland),1.186389,0,1.186389, 13.19 ,,,Modify,c4.2xlarge, $1.17 , 26.38 ,,,c4.xlarge, $1.75 , 52.75 ,,,,,,,
836000000000,WA Cost Labs,i-03272,t2.micro,Linux/UNIX,EU (Frankfurt),330,0,330, 13.73 ,,,Modify,t2.nano, $4.80 , 13.73 ,,,,,,,,,,,,
836000000000,WA Cost Labs,i-032722,t3a.large,Linux/UNIX,US East (N. Virginia),329,0,329, 15.00 ,,,Modify,t3a.medium, $26.88 , 15.00 ,,,t3a.small, $40.31 , 15.00 ,,,t3a.nano, $50.39 , 15.00 ,,
836000000000,WA Cost Labs,i-032754,c4.4xlarge,Linux/UNIX,EU (Ireland),0.234444,0,0.234444, 17.94 ,,,Modify,c4.2xlarge, $0.23 , 35.88 ,,,c4.xlarge, $0.35 , 71.75 ,,,,,,,
836000000000,WA Cost Labs,i-032872,t2.medium,Windows (Amazon VPC),US West (Oregon),330,0,330, 33.75 ,,,Modify,t2.small, $23.23 , 67.50 ,,,t2.micro, $34.56 , 67.50 ,,,t2.nano, $40.37 , 67.50 ,,
836000000000,WA Cost Labs,i-032929,t3.xlarge,Linux/UNIX,US East (N. Virginia),20.986389,0,20.986389, 27.00 ,,,Modify,t3.large, $3.79 , 54.00 ,,,t3.small, $6.64 , 54.00 ,,,t3.nano, $7.35 , 54.00 ,,
836000000000,WA Cost Labs,i-033040,t2.micro,Linux/UNIX,US East (N. Virginia),329,0,329, 0.34 ,,,Terminate,, $8.29 ,,,,,,,,,,,,,
836000000000,WA Cost Labs,i-033046,m5.2xlarge,Linux/UNIX,US East (N. Virginia),329,0,329, 6.00 ,,,Modify,m5.xlarge, $137.24 , 12.00 ,,,m5.large, $205.86 , 24.00 ,,,,,,,
836000000000,WA Cost Labs,i-033093,t3.medium,Linux/UNIX,EU (Frankfurt),330,0,330, 4.00 ,,,Modify,t3.small, $17.21 , 4.00 ,,,t3.micro, $25.81 , 4.00 ,,,t3.nano, $30.11 , 4.00 ,,
836000000000,WA Cost Labs,i-033113,c4.xlarge,Linux/UNIX,US East (N. Virginia),0.512778,0,0.512778, 16.25 ,,,Modify,c4.large, $0.11 , 32.50 ,,,,,,,,,,,,
836000000000,WA Cost Labs,i-033125,m5.xlarge,Linux/UNIX,EU (Frankfurt),330,0,330, 8.00 ,,,Modify,m5.large, $82.45 , 16.00 ,,,,,,,,,,,,
836000000000,WA Cost Labs,i-033159,r4.xlarge,Linux/UNIX,EU (Ireland),330,330,0, 33.00 ,,,Modify,r4.large, $-   , 66.00 ,,,,,,,,,,,,
836000000000,WA Cost Labs,i-033160,t2.micro,Red Hat Enterprise Linux,US East (N. Virginia),329,0,329, 0.68 ,,,Terminate,, $51.18 ,,,,,,,,,,,,,
836000000000,WA Cost Labs,i-033205,r5.4xlarge,Linux/UNIX,US East (N. Virginia),321.7375,321.7263888,0.01111125, 32.00 ,,,Modify,r5.2xlarge, $0.01 , 64.00 ,,,,,,,,,,,,
836000000000,WA Cost Labs,i-03322,c5.2xlarge,Windows (Amazon VPC),EU (Frankfurt),1,0,1, 27.00 ,,,Modify,c5.xlarge, $0.82 , 54.00 ,,,,,,,,,,,,
836000000000,WA Cost Labs,i-033232,t2.medium,Red Hat Enterprise Linux,US West (Oregon),330,0,330, 2.75 ,,,Modify,t2.small, $16.78 , 5.50 ,,,t2.micro, $24.95 , 5.50 ,,,,,,,
836000000000,WA Cost Labs,i-033235,m4.2xlarge,Linux/UNIX,US East (N. Virginia),330,0,330, 25.83 ,,,Modify,m4.xlarge, $143.39 , 51.67 ,,,,,,,,,,,,
836000000000,WA Cost Labs,i-033239,r5.xlarge,Red Hat Enterprise Linux,US East (N. Virginia),330,2,328, 24.00 ,,,Modify,r5.large, $88.98 , 48.00 ,,,,,,,,,,,,
836000000000,WA Cost Labs,i-033264,t2.small,Linux/UNIX,US East (N. Virginia),330,0,330, 5.17 ,,,Modify,t2.micro, $8.17 , 5.17 ,,,t2.nano, $12.33 , 5.17 ,,,,,,,
836000000000,WA Cost Labs,i-033269,t3.small,Linux/UNIX,EU (Frankfurt),297,0,297, 39.00 ,,,Modify,t3.micro, $7.74 , 39.00 ,,,t3.nano, $11.61 , 39.00 ,,,,,,,
836000000000,WA Cost Labs,i-033279,c4.4xlarge,Linux/UNIX,EU (Ireland),0.096111,0,0.096111, 12.84 ,,,Modify,c4.2xlarge, $0.09 , 25.69 ,,,c4.xlarge, $0.14 , 51.38 ,,,,,,,
836000000000,WA Cost Labs,i-033296,r4.8xlarge,Linux/UNIX,EU (Ireland),192.965555,192.965555,0, 36.46 ,,,Modify,r4.4xlarge, $-   , 72.92 ,,,,,,,,,,,,
836000000000,WA Cost Labs,i-033378,c4.xlarge,Linux/UNIX,US East (N. Virginia),0.516944,0,0.516944, 16.75 ,,,Modify,c4.large, $0.11 , 33.50 ,,,,,,,,,,,,
836000000000,WA Cost Labs,i-033391,t3.2xlarge,Linux/UNIX,US East (N. Virginia),11,0,11, 33.00 ,,,Modify,t3.xlarge, $3.98 , 66.00 ,,,,,,,,,,,,
836000000000,WA Cost Labs,i-033530,c4.xlarge,Linux/UNIX,US East (N. Virginia),0.4975,0,0.4975, 27.71 ,,,Modify,c4.large, $0.11 , 55.42 ,,,,,,,,,,,,
836000000000,WA Cost Labs,i-033556,c4.xlarge,Linux/UNIX,US East (N. Virginia),0.71,0,0.71, 22.54 ,,,Modify,c4.large, $0.15 , 45.08 ,,,,,,,,,,,,
836000000000,WA Cost Labs,i-033561,c4.xlarge,Linux/UNIX,EU (Frankfurt),0.745833,0,0.745833, 31.75 ,,,Modify,c4.large, $0.18 , 63.50 ,,,,,,,,,,,,
836000000000,WA Cost Labs,i-033590,m5.xlarge,Red Hat Enterprise Linux,US East (Ohio),329,0,329, 17.00 ,,,Modify,m5.large, $68.62 , 34.00 ,,,,,,,,,,,,
836000000000,WA Cost Labs,i-033592,t3.micro,Linux/UNIX,EU (Frankfurt),1.873333,0,1.873333, 30.00 ,,,Modify,t3.nano, $0.02 , 30.00 ,,,,,,,,,,,,
836000000000,WA Cost Labs,i-03365,t3.medium,Linux/UNIX,US East (N. Virginia),0.601111,0,0.601111, -   ,,,Terminate,, $0.05 ,,,,,,,,,,,,,
836000000000,WA Cost Labs,i-033682,t2.micro,Linux/UNIX,US East (N. Virginia),330,0,330, 0.51 ,,,Terminate,, $8.32 ,,,,,,,,,,,,,
836000000000,WA Cost Labs,i-033732,m5.xlarge,Linux/UNIX,US East (N. Virginia),330,0,330, 16.00 ,,,Modify,m5.large, $68.83 , 32.00 ,,,,,,,,,,,,
836000000000,WA Cost Labs,i-033738,t2.small,Linux/UNIX,EU (Frankfurt),330,0,330, 3.73 ,,,Modify,t2.micro, $9.61 , 3.73 ,,,t2.nano, $14.41 , 3.73 ,,,,,,,
836000000000,WA Cost Labs,i-033784,r4.4xlarge,SUSE Linux,EU (Ireland),1,0,1, 11.12 ,,,Modify,r4.2xlarge, $1.29 , 22.23 ,,,r4.xlarge, $1.93 , 44.47 ,,,,,,,
836000000000,WA Cost Labs,i-033807,r5.xlarge,Linux/UNIX,EU (Ireland),330,330,0, 35.00 ,,,Modify,r5.large, $-   , 70.00 ,,,,,,,,,,,,
836000000000,WA Cost Labs,i-033854,c4.4xlarge,Linux/UNIX,EU (Ireland),0.091667,0,0.091667, 7.57 ,,,Modify,c4.2xlarge, $0.09 , 15.15 ,,,c4.xlarge, $0.14 , 30.29 ,,,c4.large, $0.16 , 60.58 ,,
836000000000,WA Cost Labs,i-033864,t3.xlarge,Windows (Amazon VPC),US East (N. Virginia),330,0,330, 23.00 ,,,Modify,t3.large, $92.63 , 46.00 ,,,t3.medium, $129.05 , 46.00 ,,,t3.small, $143.97 , 46.00 ,,
836000000000,WA Cost Labs,i-033881,c4.4xlarge,Linux/UNIX,EU (Ireland),0.129722,0,0.129722, 17.38 ,,,Modify,c4.2xlarge, $0.13 , 34.75 ,,,c4.xlarge, $0.19 , 69.50 ,,,,,,,
836000000000,WA Cost Labs,i-033891,c4.4xlarge,Linux/UNIX,EU (Ireland),1.783056,0,1.783056, 19.16 ,,,Modify,c4.2xlarge, $1.75 , 38.31 ,,,c4.xlarge, $2.63 , 76.63 ,,,,,,,
836000000000,WA Cost Labs,i-033903,r5.2xlarge,Windows (Amazon VPC),EU (Ireland),61,0,61, 34.00 ,,,Modify,r5.xlarge, $61.76 , 68.00 ,,,,,,,,,,,,
836000000000,WA Cost Labs,i-033953,c4.4xlarge,Linux/UNIX,EU (Ireland),0.030556,0,0.030556, 2.35 ,,,Modify,c4.2xlarge, $0.03 , 4.71 ,,,c4.large, $0.05 , 18.83 ,,,c4.xlarge, $0.05 , 9.42 ,,
836000000000,WA Cost Labs,i-033965,t2.xlarge,Linux/UNIX,US East (N. Virginia),330,0,330, 0.08 ,,,Terminate,, $133.07 ,,,,,,,,,,,,,
836000000000,WA Cost Labs,i-033976,t3.xlarge,Linux/UNIX,US West (Oregon),15,0,15, 35.00 ,,,Modify,t3.large, $2.71 , 70.00 ,,,t3.nano, $5.25 , 70.00 ,,,t3.micro, $5.08 , 70.00 ,,
836000000000,WA Cost Labs,i-034016,c4.4xlarge,Linux/UNIX,EU (Ireland),0.281944,0,0.281944, 21.13 ,,,Modify,c4.2xlarge, $0.28 , 42.25 ,,,,,,,,,,,,
836000000000,WA Cost Labs,i-034062,m4.2xlarge,Red Hat Enterprise Linux,US East (N. Virginia),330,0,330, 6.83 ,,,Modify,m4.xlarge, $193.58 , 13.67 ,,,m4.large, $265.28 , 27.33 ,,,,,,,
836000000000,WA Cost Labs,i-034071,r5.4xlarge,Linux/UNIX,US East (N. Virginia),329,329,0, 29.00 ,,,Modify,r5.2xlarge, $-   , 58.00 ,,,,,,,,,,,,
836000000000,WA Cost Labs,i-034072,c4.4xlarge,Linux/UNIX,EU (Ireland),0.088889,0,0.088889, 8.47 ,,,Modify,c4.2xlarge, $0.09 , 16.94 ,,,c4.large, $0.15 , 67.75 ,,,c4.xlarge, $0.13 , 33.88 ,,
